word,reading_hiragana,meaning_ko,source_title,source_author,source_url,example_jp,example_ko,source
契約,けいやく,계약,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,建網に損じの有る無し、網をおろす場所の海底の模様、大釜を据えるべき位置、桟橋の改造、薪炭の買い入れ、米塩の運搬、仲買い人との契約、肥料会社との交渉‥‥そのほか鰊漁の始まる前に漁場の持ち主がしておかなければならない事は有り余るほどあるのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
奪う,うばう,빼앗다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,だれだったか何かの雑誌で『愛は奪う』というものを書いて、人間が物を愛するのはその物を強奪るだと言っていたようだが、おら山を見ていると、そんな気は起こしたくも起こらないね。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
定める,さだめる,정하다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,「おも舵っ」「右にかわすだってえば」「右だ‥‥右だぞっ」「帆綱をしめろやっ」「友船は見えねえかよう、いたらくっつけやーい」どう吹こうとためらっていたような疾風がやがてしっかり方向を定めると、これまでただあてもなく立ち騒いでいたらしく見える三角波は、だんだんと丘陵のような紆濤に変わって行った。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
尊い・貴い,とうとい,존귀하다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,「だれも気もつかず注意も払わない地球のすみっこで、尊い一つの魂が母胎を破り出ようとして苦しんでいる」私はそう思ったのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
導く,みちびく,이끌다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,そして彼らが彼らの導くような生活をするのは道理があると合点がゆく。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
居住,きょじゅう,거주,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,そして雲が空を動くたびごとに、山は居住まいを直したかのように姿を変える。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
山腹,さんぷく,산허리,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,山脚は海の中に、山頂は雲の中に、山腹は雪の中にもみにもまれながら、決して動かないものが始めて君たちの前に現われたのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
崩壊,ほうかい,붕괴,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,いつのまにか元どおりな崩壊したようなさびしい表情に満たされて涯もなく君の周囲に広がっていた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
平常,へいじょう,평상,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,どうすればこの苦しさこのさびしさから救われるのだろう」平常のこの考えがＫと向かい合っても頭から離れないので、君は思わず「親父にも兄貴にもすまない」と言ってしまったのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
広大な,こうだいな,광대한,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,なんという広大なおごそかな景色だ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
微塵,みじん,미진,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,私の庭下駄に踏まれた落ち葉はかわいた音をたてて微塵に押しひしゃがれた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
忍耐,にんたい,인내,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,ましてや彼らがこの目ざましいけなげな生活を、やむを得ぬ、苦しい、しかし当然な正しい生活として、誇りもなく、矯飾もなく、不平もなく、素直に受け取り、軛にかかった輓牛のような柔順な忍耐と覚悟とをもって、勇ましく迎え入れている、その姿を見ると、君は人間の運命のはかなさと美しさとに同時に胸をしめ上げられる。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
成就,じょうじゅ,성취,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,しかしいったんその企図が頭をもたげたが最後、君は魅入られた者のように、もがき苦しみながらも、じりじりとそれを成就するためには、すべてを犠牲にしても悔いないような心になって行くのだ、その恐ろしい企図とは自殺する事なのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
所有,しょゆう,소유,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,また落葉松の幹の表皮からあすこここにのぞき出している針葉の一本をも見のがさずに、愛撫し理解しようとする、スケッチ帳で想像されるような鋭敏な神経の所有者らしい姿はどこにあるのだろう。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
打ち込む,うちこむ,몰두하다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,模範船からすぐ引き上げろという信号がかかったので、今までも気づかいながら仕事を続けていた漁船は、打ち込み打ち込む波濤と戦いながら配縄をたくし上げにかかったけれども、吹き始めた暴風は一秒ごとに募るばかりで、船頭はやむなく配縄を切って捨てさせなければならなくなった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
打撃,だげき,타격,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,家から火事を出すとか、家から出さないまでも類焼の災難にあうとか、持ち船が沈んでしまうとか、働き盛りの兄上が死病に取りつかれるとか、鰊の群来がすっかりはずれるとか、ワク船が流されるとか、いろいろに想像されるこれらの不幸の一つだけに出くわしても、君の家にとっては、足腰の立たない打撃となるのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
拒絶,きょぜつ,거절,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,新しい生活の芽が周囲の拒絶をも無みして、そろそろと芽ぐみかけていた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
捕獲,ほかく,포획,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,こうして岩内じゅうの漁夫たちが一生懸命に捕獲して来た魚はまたたくうちにさらわれてしまって、墨のように煙突から煙を吐く怪物のような会社の製造所へと運ばれて行く。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
据える,すえる,놓다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,建網に損じの有る無し、網をおろす場所の海底の模様、大釜を据えるべき位置、桟橋の改造、薪炭の買い入れ、米塩の運搬、仲買い人との契約、肥料会社との交渉‥‥そのほか鰊漁の始まる前に漁場の持ち主がしておかなければならない事は有り余るほどあるのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
採掘,さいくつ,채굴,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,硫黄採掘場の風景画もとうとう私の手もとには届いて来なかった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
改めて,あらためて,다시,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,しかし改めて君の顔を見ると、言わさないじゃおかないぞといったような真剣さが現われていた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
暴れる,あばれる,난동부리다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,海の上はただ狂い暴れる風と雪と波ばかりだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
暴風,ぼうふう,폭풍,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,模範船からすぐ引き上げろという信号がかかったので、今までも気づかいながら仕事を続けていた漁船は、打ち込み打ち込む波濤と戦いながら配縄をたくし上げにかかったけれども、吹き始めた暴風は一秒ごとに募るばかりで、船頭はやむなく配縄を切って捨てさせなければならなくなった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
模範,もはん,모범,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,模範船（港内に四五艘あるのだが、船も大きいし、それに老練な漁夫が乗り込んでいて、他の船にかけ引き進退の合図をする）の船頭が頭をあつめて相談をし始める。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
樹木,じゅもく,수목,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,そしてどれにも山と樹木ばかりが描かれてあった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
次第に,しだいに,점차,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,そして無邪気な微笑をもって、私の唯一の生命である空想が勝手次第に育って行くのを見守っていてくれるだろう。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
比重,ひじゅう,비중,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,ざぶり‥‥ざぶり‥‥寒気のために比重の高くなった海の水は、凍りかかった油のような重さで、物すごいインド藍の底のほうに、雲間を漏れる日光で鈍く光る配縄の餌をのみ込んで行く。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
没頭,ぼっとう,몰두,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,明鯛から鱈、鱈から鰊、鰊から烏賊というように、四季絶える事のない忙しい漁撈の仕事にたずさわりながら、君は一年じゅうかの北海の荒波や激しい気候と戦って、さびしい漁夫の生活に没頭しなければならなかった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
沸騰,ふっとう,비등,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,胆振の分水嶺から分かれて西南をさす一連の山波が、地平から力強く伸び上がってだんだん高くなりながら、岩内の南方へ走って来ると、そこに図らずも陸の果てがあったので、突然水ぎわに走りよった奔馬が、そろえた前脚を踏み立てて、思わず平頸を高くそびやかしたように、山は急にそそり立って、沸騰せんばかりに天を摩している。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
泥沼,どろぬま,수렁,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,君の父上と兄上と妹とが気をそろえて水入らずにせっせと働くにも係わらず、そろそろと泥沼の中にめいり込むような家運の衰勢をどうする事もできなかった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
消息,しょうそく,소식,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,その後君からは一度か二度問い合わせか何かの手紙が来たきりでぱったり消息が途絶えてしまった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
淡い,あわい,옅은,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,北西の風が東に回るにつれて、単色に堅く凍りついていた雲が、蒸されるようにもやもやとくずれ出して、淡いながら暖かい色の晴れ雲に変わって行く。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
漂う,ただよう,떠돌다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,艫を波のほうへ向ける事も得しないで、力なく漂う船の前まで来ると、波の山は、いきなり、獲物に襲いかかる猛獣のように思いきり背延びをした。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
熱湯,ねっとう,끓는 물,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,山すその岩壁に打ちつけた波は、煮えくりかえった熱湯をぶちつけたように、湯げのような白沫を五丈も六丈も高く飛ばして、反りを打ちながら海の中にどっとくずれ込む。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
物体,ぶったい,물체,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,樹木モドウモ物体感ニトボシク思ワレマス。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
独自,どくじ,독자,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,もし彼に独自の道を切り開いて行く天稟がないのなら、どうか正直な勤勉な凡人として一生を終わってくれ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
生かす,いかす,살리다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,しかし自然と抱き合い、自然を絵の上に生かすという事は、君の住む所では君一人だけが知っている喜びであり悲しみであるのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
生死,せいし,생사,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,生死の瀬戸ぎわにはまり込んでいる人々の本能は恐ろしいほど敏捷な働きをする。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
生計,せいけい,생계,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,軒を並べて住みなしていると、どこの家にもそれ相当な生計が立てられているようだけれども、一軒一軒に立ち入ってみると、このごろの岩内の町には鼻を酸くしなければならないような事がそこいらじゅうにまくしあがっていた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
産物,さんぶつ,산물,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,海産物会社の印袢天を着たり、犬の皮か何かを裏につけた外套を深々と羽織ったりした男たちが、右往左往に走りまわるそのあたりを目がけて、君の兄上が手慣れたさばきでさっと艫綱を投げると、それがすぐ幾十人もの男女の手で引っぱられる。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
用紙,ようし,용지,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,コトシノ七月カラ始メテ画用紙ヲトジテ画帖ヲ作リ、鉛筆デ（モノ）ニ向カッテミマシタ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
疑う,うたがう,의심하다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,すぐ次の瞬間に来ると、君はしかし私を疑うような、自分を冷笑うような冷ややかな表情をして、しばらくの間私と絵とを等分に見くらべていたが、ふいと庭のほうへ顔をそむけてしまった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
直感,ちょっかん,직감,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,自分が文学者であるだけに、私は他人の書いた文字の中にも真実と虚偽とを直感するかなり鋭い能力が発達している。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
真実,しんじつ,진실,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,自分が文学者であるだけに、私は他人の書いた文字の中にも真実と虚偽とを直感するかなり鋭い能力が発達している。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
破産,はさん,파산,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,汗水が凝り固まってできたような銀行の貯金は、その銀行が不景気のあおりを食って破産したために、水の泡になってしまった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
神秘,しんぴ,신비,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,夕方に近づくにつれて、やや煙り始めた空気の中に、声も立てずに粛然とそびえているその姿には、くんでもくんでも尽きない平明な神秘が宿っている。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
空腹,くうふく,공복,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,それでも夕飯という声を聞き、戸のすきから漏れる焼きざかなのにおいをかぐと、君は急に空腹を感じだした。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
素朴な,そぼくな,소박한,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,すっかり頭巾をかぶって、十二分に身じたくをしてから出かけたらいいだろうとみんなが寄って勧めたけれども、君は素朴なはばかりから帽子もかぶらずに、重々しい口調で別れの挨拶をすますと、ガラス戸を引きあけて戸外に出た。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
絶える,たえる,끊기다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,明鯛から鱈、鱈から鰊、鰊から烏賊というように、四季絶える事のない忙しい漁撈の仕事にたずさわりながら、君は一年じゅうかの北海の荒波や激しい気候と戦って、さびしい漁夫の生活に没頭しなければならなかった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
総合,そうごう,종합,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,君の談話や手紙を総合した僕のこれまでの想像は謬っていない事を僕に信ぜしめる。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
群衆,ぐんしゅう,군중,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,船が波の上に乗った時には、波打ちぎわに集まって何か騒ぎ立てている群衆が見やられるまでになった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
翼,つばさ,날개,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,どこからともなく海鳥の群れが、白く長い翼に羽音を立てて風を切りながら、船の上に現われて来る。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
老いる,おいる,늙다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,この季節になると長く地の上を領していた冬が老いる。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
草花,くさばな,풀꽃,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,日ゴロ愛惜シタ樹木ヤ草花ナドガ、イツトハナク落葉シテシマッテイル。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
荒れる,あれる,거칠어지다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,吹き荒れる風すらがそのためにさえぎりとめられて、船の周囲には気味の悪い静かさが満ち広がった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
荒廃,こうはい,황폐,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,無際限なただ一つの荒廃――その中に君だけが呼吸を続けている、それがたまらぬほどさびしく恐ろしい事に思いなされる荒廃が君の上下四方に広がっている。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
覆す,くつがえす,뒤집다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,それが一方の舷に取りついて力をこめればまた顛覆するにきまっている。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
見落とす,みおとす,놓치다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,海の中から生まれて来たような老漁夫の、皺にたたまれた鋭い眼は、雲一片の徴をさえ見落とすまいと注意しながら、顔には木彫のような深い落ち付きを見せている。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
視覚,しかく,시각,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,大きな男の姿が部屋からのっそりと消えて行くのを、視覚のはずれに感じて、都会から久しぶりで来て見ると、物でも人でも大きくゆったりしているのに今さらながら一種の圧迫をさえ感ずるのだった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
視野,しや,시야,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,君はまざまざと私の想像の視野に現われ出て来て、見るように君の生活とその周囲とを私に見せてくれる。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
言い切る,いいきる,단언하다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,専門家でもない私が、五六枚の絵を見ただけで、その少年の未来の運命全体をどうして大胆にも決定的に言い切る事ができよう。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
誤る,あやまる,잘못하다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,君の兄上は帆綱を握って、舵座にいる父上の合図どおりに帆の上げ下げを誤るまいと一心になっている。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
警戒,けいかい,경계,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,赤と白との二つの球は、危険警戒を標示する信号だ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
象徴,しょうちょう,상징,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,向こうに見える山はそのまま寛大と希望とを象徴するような一つの生きた塊的であるのに、君のスケッチ帳に縮め込まれた同じものの姿は、なんの表情も持たない線と面との集まりとより君の目には見えない。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
農場,のうじょう,농장,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,札幌での用事を済まして農場に行く前に、私は岩内にあてて君に手紙を出しておいた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
退く,しりぞく,물러나다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,やがて兄上と嫂とが次の部屋に退くと、囲炉裏のそばには、君と君の妹だけが残るのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
退ける,しりぞける,물리치다,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,自分を憐れむともＫを憐れむとも知れない哀情がこみ上げて、Ｋの手を取り上げてなでてみたい衝動を幾度も感じながら、女々しさを退けるようにむずかゆい手を腕の所で堅く組む。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
運搬,うんぱん,운반,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,建網に損じの有る無し、網をおろす場所の海底の模様、大釜を据えるべき位置、桟橋の改造、薪炭の買い入れ、米塩の運搬、仲買い人との契約、肥料会社との交渉‥‥そのほか鰊漁の始まる前に漁場の持ち主がしておかなければならない事は有り余るほどあるのだ。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
鉢,はち,화분,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,東西南北は一つの鉢の中ですりまぜたように渾沌としてしまった。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
領土,りょうど,영토,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,自然の暴威をせき止めるために人間が苦心して創り上げたこのみじめな家屋という領土がもろく小さく私の周囲にながめやられた。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
高原,こうげん,고원,生まれいずる悩み,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1111_ruby_20599.zip,ニセコアンの丘陵の裂け目からまっしぐらにこの高原の畑地を目がけて吹きおろして来る風は、割合に粒の大きい軽やかな初冬の雪片をあおり立てあおり立て横ざまに舞い飛ばした。,,public_domain:青空文庫:生まれいずる悩み:有島武郎
もはや,もはや,이미,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,個性はもはや個性の社会に対する本能的要求を以て満足せず、個性自身、その全体の満足の中にのみ満足する。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
一変,いっぺん,일변,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,科学的な立場から愛を説こうとする愛己主義者は、自己保存の一変態と見るべき種族保存の本能なるものによってこの難題に当ろうとしている。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
一層,いっそう,한층,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,だから一層正しくいえば、根柢的な人間の生活は自由なる意志によって導かれ得るのだ。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
一応,いちおう,일단,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,道徳は対人的なものだという見解は一応道理ではあるけれども、私はそうは思わない。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
一概に,いちがいに,일률적으로,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,そう思われることを私は一概に排斥するものではない。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
一見,いっけん,언뜻,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,例えば個性の要求の結果が一見肉に属する慾の遂行のように思われる時があっても、それをお前が今まで考えていたように、簡単に肉慾の遂行とのみ見てはならぬ。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
上位,じょうい,상위,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,何故なら、私は本能的生活を智的生活の上位に置こうと思うからだ。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
不当な,ふとうな,부당한,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,若し価値をもってそれを定めるのが不当ならば、より尊い生活である。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
不服,ふふく,불복,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,然しながら智的生活が本能的生活によって指導されねばならぬということについては不服を有つ人がないとはいえない。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
両極,りょうきょく,양극,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,相反して見ゆる二つの極の間に彷徨うために、内部に必然的に起る不安を得ようとも、それに忍んで両極を恐れることなく掴まねばならぬ。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
主体,しゅたい,주체,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,私自身がこの事実を知る主体である以上、この私の生命は何といっても私のものだ。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
主題,しゅだい,주제,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,×何故に恋愛が屡※芸術の主題となるか。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
予感,よかん,예감,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,私はかかる試みをする始めから、何かどうしてもその境遇では満足し得ない予感を持ち、そしてそれがいつでも事実になって現われた。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
享受,きょうじゅ,향유,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,それは思想の提供者を空しく働かせ、享受者を空しく苦しめる。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
人民,じんみん,인민,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,国家の組織が無反省にそのまま人民によって肯定せられていた時代には、この神人関係の概念もまた無反省に受取られることが出来たろう。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
任務,にんむ,임무,惜みなく愛は奪う,有島武郎,https://www.aozora.gr.jp/cards/000025/files/1144_ruby_12163.zip,然しそれは決して性的任務の常道ではない。,,public_domain:青空文庫:惜みなく愛は奪う:有島武郎
